duration,input.b1,input.b2,input.e1,input.e2,input.relation,input.sent_id,input.sentence,input.term1,input.term2,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.rellist,output.rellist.annotations,output.rellist.cos_clarity,output.rellist.unique_annotations,worker,uqs,unit_annotation_score,SRS,max_rel,max_srs,none,per:place_of_birth,per:place_of_death,per:places_of_residence
100.266666667,13,34,15,35,"per:place_of_birth,per:places_of_residence",UAD-A-0181,"Asif Ali Zardari , the widower and political successor of slain ex-Prime Minister Benazir Bhutto whose party leads the new government , met late Wednesday with leaders of the MQM at their headquarters in Karachi .",Benazir Bhutto,Karachi,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.6724216743,"Counter({'none': 0.8118619386589785, 'per:places_of_residence': 0.18813806134102154, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8118619386589785, 'per:places_of_residence': 0.18813806134102154}",none,0.8118619387,0.8118619387,0,0,0.1881380613
85.1333333333,8,0,10,5,"per:top_member_employee_of_org,per:founded_org",UAD-A-0268,"Beginnings The Lotus Development Corporation was founded by Mitchell Kapor , a friend of the developers of VisiCalc. 1-2-3 was originally written by Jonathan Sachs , who had written two spreadsheet programs previously while working at Concentric Data Systems , Inc .",Mitchell Kapor,Beginnings The Lotus Development Corporation,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
95.6666666667,23,10,24,14,"org:subsidiaries,org:alternate_names",UAD-A-1262,"Lawmakers said Britain placed too much emphasis on using the United Nations Security Council to pressure Iran , and failed to win a U.N. statement that backed London 's assertion that the sailors were in Iraqi waters when seized .",U.N.,United Nations Security Council,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
56.5333333333,3,8,5,9,"per:places_of_residence,per:place_of_birth",UAD-A-0317,"Biography Early life Lollie Devereaux was born in Villefranche-sur-Mer , France , where she lived until the age of five when family moved to Toronto , Ontario .",Lollie Devereaux,Villefranche-sur-Mer,,19,0.9592641938,3,"Counter({'per:place_of_birth': 14, 'per:places_of_residence': 4, 'none': 1, 'per:place_of_death': 0})",19,0.9592641938,3,15,0.7888056914,"Counter({'per:place_of_birth': 0.9339969273051161, 'per:places_of_residence': 0.2751484092563302, 'none': 0.06600307269488394, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.9339969273051161, 'per:places_of_residence': 0.2751484092563302, 'none': 0.06600307269488394}",per:place_of_birth,0.9339969273,0.0660030727,0.9339969273,0,0.2751484093
54,10,14,13,16,"per:place_of_death,per:place_of_birth,per:places_of_residence",UAD-A-1185,"Jonás Manuel Gutiérrez ( born July 5 1983 , in Roque Sáenz Peña , Buenos Aires Province ) is an Argentine football winger who plays for Newcastle United .",Roque Sáenz Peña,Buenos Aires,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7586838166,"Counter({'none': 0.8707693542562159, 'per:places_of_residence': 0.12923064574378393, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8707693542562159, 'per:places_of_residence': 0.12923064574378393}",none,0.8707693543,0.8707693543,0,0,0.1292306457
64.6,9,6,11,8,"per:place_of_birth,per:employee_or_member_of",UAD-A-0188,A spokeswoman from the office of Hong Kong leader Donald Tsang said a letter has been sent to Ching Cheong 's wife informing her that he will be moved to the southern province of Guangdong bordering Hong Kong .,Donald Tsang,Hong Kong,,15,0.9974586998,2,"Counter({'none': 14, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8733670139,"Counter({'none': 0.9369902565789272, 'per:places_of_residence': 0.06300974342107275, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.9369902565789272, 'per:places_of_residence': 0.06300974342107275}",none,0.9369902566,0.9369902566,0,0,0.0630097434
51.8666666667,0,6,2,7,"per:place_of_birth,per:places_of_residence",UAD-A-0248,"Barack Obama spoke Saturday with the U.S. ambassador to Kenya , Michael Ranneberger , while in a hold room after a rally in Nashua , New Hampshire .",Barack Obama,U.S.,,15,0.9610744623,3,"Counter({'none': 11, 'per:places_of_residence': 3, 'per:place_of_birth': 1, 'per:place_of_death': 0})",15,0.9610744623,3,15,0.5905293752,"Counter({'none': 0.7648340712249432, 'per:places_of_residence': 0.16998746510727564, 'per:place_of_birth': 0.06517846366778114, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.06517846366778114, 'per:places_of_residence': 0.16998746510727564, 'none': 0.7648340712249432}",none,0.7648340712,0.7648340712,0.0651784637,0,0.1699874651
63.6,25,4,26,6,"per:origin,per:employee_or_member_of",UAD-A-2350,"While he holds no United States Air Force rating , he is an aircraft commander who has earned ratings as a Naval Aviator and a Senior Army Aviator .",Senior,United States,,15,0.9974586998,2,"Counter({'none': 14, 'per:place_of_birth': 1, 'per:places_of_residence': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8714722981,"Counter({'none': 0.9359323564663127, 'per:place_of_birth': 0.06406764353368745, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.06406764353368745, 'none': 0.9359323564663127}",none,0.9359323565,0.9359323565,0.0640676435,0,0
100.933333333,1,23,2,25,"per:places_of_residence,org:place_of_headquarters",UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,Nick,New York,,15,0.9941348468,3,"Counter({'none': 13, 'per:place_of_birth': 1, 'per:places_of_residence': 1, 'per:place_of_death': 0})",15,0.9941348468,3,15,0.7550323123,"Counter({'none': 0.8737350860853594, 'per:places_of_residence': 0.06904798370623104, 'per:place_of_birth': 0.057216930208409615, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.057216930208409615, 'none': 0.8737350860853594, 'per:places_of_residence': 0.06904798370623104}",none,0.8737350861,0.8737350861,0.0572169302,0,0.0690479837
78.9333333333,1,14,2,16,"per:place_of_death,per:places_of_residence",UAD-A-2353,"While Jim Crow laws dominated the South , doctors in liberal northern states like New York and Massachusetts struggled to open doors for their black colleagues .",Jim,New York,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.6462399112,"Counter({'none': 0.7915591820833305, 'per:places_of_residence': 0.20844081791666944, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.7915591820833305, 'per:places_of_residence': 0.20844081791666944}",none,0.7915591821,0.7915591821,0,0,0.2084408179
109.066666667,9,16,11,21,"per:employee_or_member_of,per:top_member_employee_of_org",UAD-A-0045,"After spending three months improving the sheep-shearing machine , Herbert Austin was asked to join the Wolseley Sheep Shearing Machine Company , founded in 1887 in Sydney .",Herbert Austin,Wolseley Sheep Shearing Machine Company,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
73.6666666667,36,23,37,26,"per:place_of_death,per:place_of_birth",UAD-A-2402,"You 're a Good Man , Charlie Brown was originally a successful off-Broadway musical that ran for four years ( 1967–1971 ) in New York City and on tour , with Gary Burghoff as the original Charlie Brown .",Charlie,New York City,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7735514016,"Counter({'none': 0.8799526267310167, 'per:places_of_residence': 0.12004737326898336, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8799526267310167, 'per:places_of_residence': 0.12004737326898336}",none,0.8799526267,0.8799526267,0,0,0.1200473733
42.3333333333,1,7,4,8,"per:places_of_residence,per:place_of_birth",UAD-A-0295,"Biography Andrey Andreevich Markov was born in Ryazan as the son of the secretary of the public forest management of Ryazan , Andrey Grigorevich Markov , and his first wife , Nadezhda Petrovna Markova .",Andrey Andreevich Markov,Ryazan,,15,0.9830783046,3,"Counter({'per:place_of_birth': 12, 'none': 2, 'per:places_of_residence': 1, 'per:place_of_death': 0})",15,0.9830783046,3,15,0.6698189779,"Counter({'per:place_of_birth': 0.8201886099340574, 'none': 0.12939373577033073, 'per:places_of_residence': 0.05041765429561171, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.8201886099340574, 'per:places_of_residence': 0.05041765429561171, 'none': 0.12939373577033073}",per:place_of_birth,0.8201886099,0.1293937358,0.8201886099,0,0.0504176543
88.9333333333,1,27,5,28,"per:places_of_residence,per:place_of_death",UAD-A-1638,"Presidency Manuel Benito de Castro was a pateador , a centralist , who believed that the government should be a centralized one , with the capital in Bogotá , he was a supporter of Antonio Nariño , also a pateador , who included him in his cabinet .",Manuel Benito de Castro,Bogotá,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.6487868725,"Counter({'none': 0.7939367480306757, 'per:places_of_residence': 0.2060632519693244, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.7939367480306757, 'per:places_of_residence': 0.2060632519693244}",none,0.793936748,0.793936748,0,0,0.206063252
123.066666667,5,9,7,10,"per:places_of_residence,per:place_of_death",UAD-A-0821,He is a graduate of Kim Il-sung University in Pyongyang .,Kim Il-sung,Pyongyang,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
38.8666666667,13,1,15,2,per:top_member_employee_of_org,UAD-A-0096,"`` Amazon is screwing it up for everyone. '' Even Amazon.com chief executive Jeff Bezos admitted at the company 's annual meeting last week that while Amazon has presold more than a million copies of the book , it wo n't make a profit from Potter .",Jeff Bezos,Amazon,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
112.533333333,0,16,2,20,"per:places_of_residence,per:place_of_death",UAD-A-2281,"Warren Zevon died on September 7 , 2003 , aged 56 , at his home in Los Angeles , California .",Warren Zevon,"Los Angeles , California",,20,0.8320502943,2,"Counter({'per:place_of_death': 12, 'per:places_of_residence': 8, 'per:place_of_birth': 0, 'none': 0})",20,0.8320502943,2,15,0.6680076023,"Counter({'per:place_of_death': 0.7941435233910817, 'per:places_of_residence': 0.5402837409279544, 'per:place_of_birth': 0.0, 'none': 0.0})","{'per:places_of_residence': 0.5402837409279544, 'per:place_of_death': 0.7941435233910817}",per:place_of_death,0.7941435234,0,0,0.7941435234,0.5402837409
38.0666666667,7,2,9,3,"per:places_of_residence,per:place_of_birth",UAD-A-1485,"Notable residents Almondsbury is the birthplace of Alex Kapranos , the lead singer of Franz Ferdinand .",Alex Kapranos,Almondsbury,,18,0.9103664775,3,"Counter({'per:place_of_birth': 11, 'none': 4, 'per:places_of_residence': 3, 'per:place_of_death': 0})",18,0.9103664775,3,15,0.5306603204,"Counter({'per:place_of_birth': 0.7266984835254102, 'none': 0.2733015164745895, 'per:places_of_residence': 0.1836328412527098, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.7266984835254102, 'none': 0.2733015164745895, 'per:places_of_residence': 0.1836328412527098}",per:place_of_birth,0.7266984835,0.2733015165,0.7266984835,0,0.1836328413
105.2,31,16,35,17,"per:place_of_death,per:places_of_residence",UAD-A-1529,"On Sunday , about 20 , 000 people including thousands of monks filled the streets in Yangon , stepping up their confrontation with authorities by chanting support for detained democracy leader Aung San Suu Kyi .",Aung San Suu Kyi,Yangon,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7904840662,"Counter({'none': 0.8902594597502446, 'per:places_of_residence': 0.1097405402497555, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8902594597502446, 'per:places_of_residence': 0.1097405402497555}",none,0.8902594598,0.8902594598,0,0,0.1097405403
33.6,0,5,2,6,"per:places_of_residence,per:place_of_birth",UAD-A-0362,"Biography Zernike was born in Amsterdam , Netherlands to Carl Frederick August Zernike and Antje Dieperink .",Biography Zernike,Amsterdam,,17,0.894427191,3,"Counter({'per:place_of_birth': 10, 'none': 4, 'per:places_of_residence': 3, 'per:place_of_death': 0})",17,0.894427191,3,15,0.4601127268,"Counter({'per:place_of_birth': 0.6577911667766024, 'none': 0.27437733824176924, 'per:places_of_residence': 0.18435569200866997, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.6577911667766024, 'per:places_of_residence': 0.18435569200866997, 'none': 0.27437733824176924}",per:place_of_birth,0.6577911668,0.2743773382,0.6577911668,0,0.184355692
63.0666666667,2,25,3,27,"per:places_of_residence,per:place_of_birth",UAD-A-0701,"Florida Governor Charlie Crist became engaged today to Carole Rome , 38 , a woman he met only nine months ago on a trip to New York .",Charlie,New York,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7569314865,"Counter({'none': 0.869706979741451, 'per:places_of_residence': 0.13029302025854897, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.869706979741451, 'per:places_of_residence': 0.13029302025854897}",none,0.8697069797,0.8697069797,0,0,0.1302930203
34.8,25,31,27,32,"per:places_of_residence,per:place_of_birth",UAD-A-0409,"But Hosseini 's comments and the offer , which Iran 's top nuclear negotiator Ali Larijani made to the EU 's foreign policy chief , Javier Solana , during talks in Madrid last week , fell short of Security Council 's demands that Iran freeze uranium enrichment .",Javier Solana,Madrid,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.6789353885,"Counter({'none': 0.8166067656708709, 'per:places_of_residence': 0.18339323432912913, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8166067656708709, 'per:places_of_residence': 0.18339323432912913}",none,0.8166067657,0.8166067657,0,0,0.1833932343
51,10,35,12,36,"per:places_of_residence,per:place_of_birth",UAD-A-1274,"Lepage was supposed to share the award with German director Peter Zadek , but the latter was not able to attend the ceremony in Salonika in the north of Greece because of theatre commitments in Berlin , organisers said .",Peter Zadek,Berlin,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.6603970448,"Counter({'none': 0.8026422629816264, 'per:places_of_residence': 0.19735773701837347, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8026422629816264, 'per:places_of_residence': 0.19735773701837347}",none,0.802642263,0.802642263,0,0,0.197357737
121.666666667,21,35,24,36,"per:place_of_death,per:origin",UAD-A-0898,"History PLDT was established on November 28 , 1928 , by an Act of the Philippine Legislature and approved by then-Governor-General Henry L. Stimson by means of a merger of four telephone companies under common US ownership .",Henry L. Stimson,US,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7630918493,"Counter({'none': 0.8734922333598062, 'per:places_of_residence': 0.12650776664019392, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8734922333598062, 'per:places_of_residence': 0.12650776664019392}",none,0.8734922334,0.8734922334,0,0,0.1265077666
56.4666666667,18,21,20,22,"per:place_of_birth,per:origin",UAD-A-1085,"Israel 's Tzipora Obziler beat German qualifier Angelika Bachmann 6-2 , 6-3 , China 's Peng Shuai defeated Anne Kremer of Luxembourg 6-1 , 6-2 and Croatia 's Sanda Mamic downed Taiwan 's Chan Yung-Jan 6-2 , 6-2 to enter the second round .",Anne Kremer,Luxembourg,,15,0.8320502943,2,"Counter({'per:places_of_residence': 9, 'none': 6, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.8320502943,2,15,0.4882166674,"Counter({'per:places_of_residence': 0.6063925063424099, 'none': 0.3936074936575902, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.3936074936575902, 'per:places_of_residence': 0.6063925063424099}",per:places_of_residence,0.6063925063,0.3936074937,0,0,0.6063925063
42.9333333333,0,5,2,6,"per:place_of_birth,per:places_of_residence",UAD-A-1712,"Robert Good was born in Crosby , Minnesota , the second son of parents who worked as educators .",Robert Good,Crosby,,15,0.894427191,2,"Counter({'per:place_of_birth': 10, 'none': 5, 'per:places_of_residence': 0, 'per:place_of_death': 0})",15,0.894427191,2,15,0.5320060783,"Counter({'per:place_of_birth': 0.6781821416300015, 'none': 0.32181785836999866, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.6781821416300015, 'none': 0.32181785836999866}",per:place_of_birth,0.6781821416,0.3218178584,0.6781821416,0,0
